Review,Rating
keripik nya tebal saya kurang cocok tp penjual mau mengganti,2
barang sdh di trima dan sesuai pesanan meskipun rasa ebi nya kurang,5
makanan favoite di rumah sdh bbrp kali peaan dan selalu enak,5
barang sudah trima dan sesuai pesanan,5
enaaaaakkkkk uda langganan beli disini uda gak mao pindah2 kelain hatiii gak percaya buktiin sendiri ajeee ya man teman,5
sempat nyoba keripik ebi yg lain tapi balik lagi ke sini rasanya pas,5
keripiknya sdh terima enak rasa makasih,5
pemgiriman super cepat pesan siang sore sampai mantap blum di coba kyknya enak ne,5
barang sdh di trima dan sesuai pesanan enak,5
barang sdh terima makasih,5
terimakasih anak saya suka sekali,5
favoritnya anak,5
produk bagus sesuai selera harga bagus kurir lancar sesuai jadwal ini sdh pesanan yg keempat kali terimakasih sabina food,5
produk ini disukai semua anggota keluarga saya packingnya bagus harganya terjangkau kurir nya sopan pengiriman sesuai jadwal terimakasih,5
enak kriuk tp sayang bumbunya bnyk yg menggumpal,5
tdk seperti pembelian yg pertama yg ini tdk renyah terasa kurang bumbu mgkin krna bumbunya tdk tercampur rata krn sy lihat ada yg menggumpal2,3
recommended store,5
produk sesuai dengan harganya kurirnya datang sesuai jadwalnya terimakasih,5
kering kentangnya enak cucok buat mkn dg nasi,5
sering beli di sini byk produknya dan cepat pengirimannya mantappp pertahankan,5
enaaak rasanya fresh,5
puas sekalii,5
wenaak,5
penjual fast response packing aman dan bagus sesuai request makanan dlm kondisi baik dan hrg bagus very recommended seller puas belanja disini,5
barang sudah diterima dgn baik thx,5
puas banget pesanan langsung di siapin sm seller produknya kelihatan masih fresh smua dg kemasan yg baik terima kasih banyak ya,5
saya lebih suka keripik singkong kejunya daripada keripik kentang keju,5
enak sesuai deskripsi,5
makasih paket sdh datang blm dibuka smoga enk yah,5
enak rasanya sesuai yang emang lagi dicari cepet dikirim,5
yummiest,5
enak garing dan bisa ketagihan nih,5
pembelian kedua rasanya beda sama yg pertama beli jadi lebih keras trs beda aja rasanya bund,3
empingnya enak renyah ga keras packing aman recommended,5
spesial rasanyaa puedass,5
pengiriman cepat packing aman rasanya enak,5
pembelian kedua kalinyaa mantap bgt order lgsg di accept dan di packing pake gratis ongkir juga dan sehari sampai hahaha mantapp,5
puas banget dan rasanya enak semuanya empuk,5
pengiriman cepet sekali basrengnya pedess dan renyah cobain deh,5
basrengnya enak bangetttt next beli lagi ukuran yg lbh besar ahh hehehe,5
bagus sesuai pesanan,5
basreng nya kurang gak kaya dulu renyah ini kaya udah lama gtu agak bau apek,2
gabus keju enak dan renyah packing dan pengiriman aman,5
pengiriman kilat terbaik terima kasih,5
gabus kejunya enakkk btw dua kali ini dus terlihat spt dibuka orang tapi isi tidak hilang,5
pengiriman cepat n produk blom di coba,5
rasanya pas dan tidak keras,5
uda mau abis baru review enakk,5
responsif n cepat sampe trims kk,5
guriih enak,5
kondisi kardus seperti lewat zona perang klo rasa makanan tunggu adzan maghrib dulu,5
respon seller cepat gabus kejunya enak berasa kejunya renyahh,5
pembelian ke sekian masih enak,5
uenakkk tenan,5
pesanan cepat saoai packing aman sehingga keripik singkongku ga remuk dan rasanya crispy banget pesen lagi ach,5
renyah dan enak,5
rasanya enak tidak terlalu pedas dan ada manisnya renyah dan tidak keras packing aman dan kuat respon dan pengiriman cepat,5
pengiriman 3 hari packingan aman pakai kardus dan dibungkus bubble wrap produk overall ok ga pedas juga thank you,5
enak garing gak keras,5
bumbunya berasa tapi gak overpowerrr snack jadul super enakk,5
yumm,5
enak terimakasih,5
kemasan rapimakanannya ga ancur trims ya,5
walau agak beda dengan yang biasa saya beli di cs tapi dari segi harga bener bener value for money susah berhenti sekali ngunyah hahaha,5
packing ok rasa ok,5
mantap super enak pengiriman juga cepat,5
enak basrengnya sdh langganan beli di sini respon seller cepat pengemasan aman smp tujuan tks seller,5
pesen yg ke 2x nya mantap moikafood sukses yaa,5
rasanya asin banget sama ga kering banget masih ada minyak jd tenggorokan seret dikira awal mau beli bakal kering banget ga ada minyak bau strong amisnya kerasa sorry,2
ya allah basrennya enak bangetttttt sumpah enak,5
enak pedes,5
mantap mantap,5
banyak varian jajannya,5
pengiriman cepat dan packing sangat aman sekali,5
box oleh2 nya penyok,4
mantabbbb sesuai pesanan,5
respon penjual sangat cepat packaging aman rapi produknya cocok utk oleh2 tmksh bnyak kak,5
bagus keren,5
lazis,5
cepet lsg sampai semoga exp masih lama dan yg dikasih suka tks gan,5
belum dicoba sih tp sellernya ramah terima kasih seller,5
packing rapi aman sampe tujuan thanks,5
gatotnya keras pdhl sudah direndam 11 jam dan dikukus 30 menit,3
pesanan sy sudah sampai sellernya fast respon ramah bgt packingnya rapi pake buble wrap juga terima kasih jogja gift tokopedia,5
pesanan sudah datang dan sesuai mudahan enak tanks sellertokopedia semoga sukes terus,5
pesanan ke 2 klo gk salah inget untuk kualitas gk perlu di ragukan lagi dan pasti enak seller juga fast respon trima kasih,5
itemnya sesuai foto dan deskripsi seller ramah itemnya juga difoto dulu sebelum dikirim semoga sukses terus dan terimakasih ya kak,5
sudah sampai suwun,5
nyam nyam,5
good product tks,4
kemarin baru pesen hari ini sampe pelayanan ramah packing rapih barang ga ada yg cacat ini orderan ke 3 kali alhamdulillah puas selalu,5
mantap sesuai harapan,5
mantap pedasnya luar biasa,5
suka rasanya fast respon seller makasi next order lg,5
halo kak makasih ya cemilannya sudah sampai seperti biasa packing aman dan rapi free bubble dan kardus karena itu gak ada yang hancur soal rasa dan harga di sini paling oke,5
enak banget mie lidi nya sukaa langsung di serbu sama org rumah next order lagi deh kak makasi oiya buat sicepat makasi juga hujan lebat sempetin nganter masuk k rumah untung pake mobil ga kebasahan meski mobilnya agak susah masuk ke gang kecil terharu sama perjuangannya makasi si cepat,5
fast respond sesuai deskripsi packing rapih makasih,5
pertama kali beli di toko ini untuk packagingnya benar benar aman sampai ke rumah tidak ada yang ancur untuk rasa so far so good lumayan good jobs and recomanded seller,5
enak gurih pengiriman cepat barang semua aman tidak ada yang hancur pokoknya recomment bgt belanja disini selalu puas terima kasih,5
untuk ukuran segini termasuk murah isinya banyak dan enakk gurih,5
gàk terasa ikan,3
ok lah,4
pas dateng lem nya kebuka dicobain uda rada alot,1
enak dimakan sama emi,5
packing aman keripik enak dan garing,5
produk bagus dan seller juga ok service nya,5
kerdus nya beyok tempe nya sdh rda hancur,3
enak rapuh cuma memang agak hancur,4
cemilan tempe paling mantaaap gurih nggak berminyak nggak bikin haus seller tiap bungkus di bubblewrap sblm masuk dus,5
always good repeat order,5
kripiknya hancur,2
agak hancur ya,2
packing nya rapi,5
pengirimn cepat aman sampai tujuan makasi,5
respon n pengiriman super cpt packingan rapi snacknya blm di cb,5
barang uda sampe dikemas rapi barang tdk ancur trims ya,5
enak seller rekomended,5
barang sdh diterima sesuai pesanan packing aman berat tdk ngecek sesuai ato tdk blm dicoba semoga enak pengiriman cepat,5
sesuai gambar dan deskripsi mantab,5
cepat bener beli jumat pagi sampai sabtu sore semua dikemas dg aman pakai kardus bubble wrap di setiap cemilan jd ga ada yg hancur rasa ok baru nyobain 1 doank sih,5
cepat akurat mantap makasih,5
fast respond service ramah dan cepat barang makanan dikemas rapi dan tidak rapuh,5
ok,4
packaging aman barang sesuai dgn deskripsi,5
tiap bulan beli produk ini selalu konsisten kualitas produk dan pelayanannya super terima kasih ya,5
pembelian kedua respon penjual cepat sampai dengan cepat packing sangat baik produk aman 100 tidak ada cacat terima kasih ya,5
abon udangnya enakk respon penjual cepat sampai dengan cepat packing sangat baik produk aman 100 tidak ada cacat pasti akan jadi langganan disini,5
sangat puas pengiriman juga cepat mantap,5
pengiriman tempat waktu dan baik,5
pelayanan top komunikasi bagus barang sehari sampai packingnya aman barang sesuai deskripsi recommended seller,5
barang bagus sesuai pesanan recommended seller terima kasih,5
mantap bosqu sukses terus pengiriman cepat seller terpercaya,5
seller ramah dan baik pesanan datang masih potongan utuh karena packaging rapi dan dipake bubble wrap hanya sedikit sekali yang hancur recommended seller,5
sudah kedua kali beli keripik disini penjualnya amanah,5
udh beli keberapa kli puas blnja di toko ini paking rapi dibungkus bubble rasa pisang juga enak tidak mengecewakan blnja di lapak ini,5
packingnya rapih banget rekomen seller,5
mantap renyah,5
udh kesekian kali belanja di lapak ini kripik nya renyah pakingan rapih penjual cepat respon ngk kecewa belanja di lapak ini pertahankan sukses trus ya sis jualan nya,5
packingnya rapih soal rasa tak perlu diragukan makasi,5
tidak mengurangi citra rasa masih mantep yg hancur,5
udah sering belanja disini pesanan sesuai seller komunikatif expired makanannya masih lama pengiriman jg cepat makasih,5
cmn bli kripik 3 aja tp packing rapi bgt pk kardus trs dipack buble plastik satu2 jd aman mksih ya,5
produk ok enak packing sudah lebih baik dan aman pembelian yang kedua,5
mantaappp,5
sesuai pesanan dan pengiriman cepat,5
pembelian kedua kali,5
gurih enak,5
enak renyah tq,5
rasanya enak sekali packing bagus keripiknya utuh recommended,5
baru unboxing 2 kantong untuk 1kg lebih makasih kakak kalo jualanku lancar nanti langganan ya,5
seller memproses pesanan dengan cepat lalu dikirim dengan kardus tetapi dalam kardus 3 silinder penyok parah dan ke 7 silinder yg saya beli dalamnya isinya remuk parah sehingga dari luar pun terdengar isinya remahan bisa jadi ekspedisi yang serampangan tetapi intinya tetap sangat mengecewakan menerima paket makanan dalam kondisi remuk dan hancur,3
recomended deh,5
barang sudah sampai cepat packing bagusss,5
cepat dan mantap thanks gan,5
fastrespon dan pengiriman,5
makacih dah nyampe semua,5
langganan udah sama bos nov,5
produk sesuai pesanan respon cepat dan toko dapat direkomendasikan,5
recomended belanja disini karena saya di palembang mengirimkan untuk anak saya yang lagi hamil muda di bekasi anak saya senang sekali juragan toko amanah alhamdulillah,5
paking rapi pengiriman cepat rasa oke,4
enek dan gurih,5
barang cepat sampai n paking baik thx ya,5
sesuai deskripsi enak kriuk gurih top,5
garing renyah gurih kayak janjimu,4
makasih gan paket udh sampe respon baik selalu puas blanja di sini,5
terbaek,5
bismillah ikannya enek dan gurih maaf numpang iklan juga ya,5
melempem,3
barang ok banget lezat dan tetap krispi renyah,5
sesuai pesanan kirim cepat,5
muntep polll i love you,5
sebenernya kripik ini enak parah tp sayang penjual mengirim produk yg akan exp bbrp hari lgagustus 2020 mana saya beli 3 aroma sudah tengik harga normal tp dikasi kualitas obral harusnya penjual ga cuma kejar untung dan balik modal klo seperti ini saya yg maunya rutin beli dan merekomendasikan ke teman jd kecewa dan ga akan beli lg ditoko ini,1
saat diterima keripik byk yg sudah hancur yah mungkin dri ekspedisinya,5
uenaaakkk,5
respon cepat dan murah,5
sesuai pesanan dan cepat serta penjual ramah,5
suka bangett udah bm ini dari bulan kemaren akhirnya beli juga,5
packaging nya rapih aman rasanya udh pasti enak soalnya udah sering makan dari jaman kuliah cuma ini baru pertama kali beli online,5
sudah tidak renyah bahkan bumbu hambar,1
barang diterima dengan baik,5
very good,5
pengiriman cepat pengemasan rapi dan aman selalu suka deh sm makaroni nya,5
sudah sampai aman dan pacagingnya rapi trimakasih,5
super sukaa sm makaroni nya pengiriman jg cepat pengemasan rapi dan aman thankyouuuu,5
penjual good respon cepat,5
pembelian ke 2,5
enak gurih,5
sesuai deskripsi dan expectasi,5
kacangnya enak gurih,5
pengiriman cepat packing cukup rapi dan aman enak kacang metenya panggangnya merata,5
kilat jossss,5
kacang sudah sampai dgn cepat dan selamat sudah 2x belanja di toko ini pengiriman cepat recommended seller makasih ya kak,5
barangnya bagus,5
ada packaging yg plastik vacum nya kendor jadi rasa kacangnya berubah kurang rentah dan ngga gurih,3
manyap bos,5
walau packing tidak ada bubble wrap dan tidak sticker fragile tapi kacang yg dikirim kondisi bagus dan masih facum,5
blm dicobain krn puasa respon penjual okee packing rapi recomended,5
mantapppppp udh 2x beli cepet banget pengemasan dan pengiriman dari bali ke bekasi pertahankan,5
ingat kacang bali ingat rumah semut,5
sesuai pesanan mantab,5
pengiriman cepat dan packing rapih,5
pengiriman cepat dan packagingnya rapih,5
pesanan dgn barang yg dikirim packingnya rapih walaupun kendala pengirimannya double btw terimakasih bingits,5
produk sesuai deskripsi pengiriman cepat dan packing rapi recommended,5
barang sesuai pesanan respons cepat dan delivery cepat sukses terus yaa,5
slalu puas belanja disini fast respon,5
respond result,5
bener banget kacang nya jumbo utuh tidak ada yg belah kualitas super respon cepat pengiriman cepat keren layak untuk jadi langganan terima kasih gan,5
kirain dikirim 2x500gr ternyata lsg 1kg,5
produknya tidak mengecewakan seller fast respon juga bakal blnja lg di t4 kakak makasih ya,5
mantbs,5
msh ok langganan dr 3 tahun lalu,5
kacangnya besar2 ibu saya suka deh pokoknya mantaplah,5
packing vakum rapi pengiriman agak lama mungkin karena mau libur lebaran tapi okeeeee kacangnya jumbo sesuai ekspektasi,5
benar mede jumbo ini,5
fast respon real pict beneran jumbo semoga rasanya jg oke semoga toko selalu amanah,5
alhamdulillah baŕangnya bagus sesuai iklan,4
barang sudah diterima sesuai deskripsi,5
garing kacangnya dan fresh seller fast response,5
oke puas belanja di toko ini bagus sesuai pesanan,5
respon cepat n terima kasih,4
fast respon dan packaging bersih,5
respon pengiriman cepat belum dicoba semoga kacangnya enak,4
barang cepat sampai penjual responnya cepat,5
packaging oke rasa oke,5
gk pernh kecewa sllu langganan ditoko ini,5
packing oke kualitas ok cuma lama di ekspedisi mungkin krn menjelang lebaran,5
sayang sekali bukan kacang bawang yg kecil2,3
bukan kacang bawang yg kecil2 ini mah,3
sudah sampai blm dicoba rasanya,5
alhamdulillah seller gercep bgt padahal pesan kemaren sore pagi begini udah sampe karena puasa jd ga bs langsung cobain semoga aja enak dibungkus rapi terimakasih seller semoga sukses terus,5
okee,5
vacuum packing bagus,5
pertama beli berlabel kedua beli tidak berlabel apakah stocknya sama atau tidak belum dicoba sy kasih bintang 4 dulu terima kasih,4
produk sesuai pesanan respond dan pengiriman muanttafff,5
terima kasih produknya bagus ditambah pelayanannya yang baik barakallah fiik,5
produk aman n pengiriman juga cepat,5
alhamdulillah dpt penjual yg amanah almond dan ajwa nya bagus2 cepet sampe jg jazakallah khoir gan barakallah,5
a,5
terhitsss,5
selalu puas berlangganan disini,5
sudah beli ber x x almon nya enak semisal kurang garing tinggal di oven 2 menit kriuk lagi,5
pengirimannya cepat dan pengemasannya rapi,5
siiiiippppp,5
respon baik cepet tanggap tapi sayang barang nya gak terlalu bagus beda dengan yg pernah saya beli di toko lain dengan harga yg lebih murah kalo utk pelayanan top sih responnya cepet,3
packing standar tanpa bubble wrap semoga kacangnya renyah pengiriman cepat,4
sudah langganan dimari top,5
mantappppp,5
kualitas bagus sesuai foto dan deskripsi packing rapi dan pengiriman cepat,5
product sesuai iklan,5
real pic rasanya mantabs,5
rasanya kok beda ya,3
kacang metenya sesuai harga dn levelnya hanya kemasan yg perlu diperbaiki tdk pake dus walo diwrap jd banyak yg hancur,4
enaaak bakal beli lagi deh,5
agak hancur dikit tapi masih oklah pengiriman lumayan cepat blm dicoba mdh2an enak,4
kwalitasnya mantul2,5
rasa kacangnya enak cuma saya packing kurang rapih sehingga kacang jadi hancur saat pengiriman,4
terima kasih,4
banyak yg pecah guys,3
